id,ageInDays,ageInDaysForYear,ageInYears,amateurClubName,amateurLeague,birthDate,birthPlace,countryCode,csPlayerId,draftDate,draftMasterId,draftYear,draftedByTeamId,firstName,height,lastName,notes,overallPickNumber,pickInRound,playerId,playerName,position,removedOutright,removedOutrightWhy,roundNumber,shootsCatches,supplementalDraft,teamPickHistory,triCode,weight
1226,6723.0,149.0,18.0,Cushing Academy,USHSE,1986-01-29,"Boston, MA  USA",USA,2438.0,2004-06-26,51,2004,15,Chris,68.0,Bourque,,33,3,8471246,Chris Bourque,C,N,,2,L,N,WSH,WSH,178.0
1396,7194.0,255.0,19.0,Boston University,H-EAST,1984-10-16,"Huntington, NY  USA",USA,21779.0,2004-06-27,51,2004,18,Kevin,73.0,Schaeffer,,193,30,8471405,Kevin Schaeffer,D,N,,6,R,N,NSH (from TBL),NSH,195.0
1456,6926.0,352.0,18.0,Governor's Academy,USHSE,1985-07-11,"Danvers, MA  USA",USA,16277.0,2004-06-27,51,2004,29,Brian,72.0,McGuirk,,231,4,8471443,Brian McGuirk,LW,N,,8,L,N,CBJ,CBJ,191.0
1468,7003.0,63.0,19.0,Coquitlam,BCHL,1985-04-25,"Vancouver, BC  CAN",CAN,26661.0,2004-06-27,51,2004,21,Brandon,73.0,Yip,,239,12,8471450,Brandon Yip,RW,N,,8,R,N,COL (from MIN),COL,195.0
1843,6746.0,171.0,18.0,USA U-18,USA,1988-01-04,"Waltham, MA  USA",USA,23644.0,2006-06-24,53,2006,5,Brian,73.0,Strait,,65,2,8473565,Brian Strait,D,N,,3,L,N,PIT,PIT,200.0
1846,6645.0,71.0,18.0,Green Bay,USHL,1988-04-14,"Saskatoon, SK  CAN",CAN,9627.0,2006-06-24,53,2006,9,Eric,76.0,Gryba,,68,5,8473468,Eric Gryba,D,N,,3,R,N,BOS-OTT,OTT,222.0
1897,6682.0,108.0,18.0,USA U-18,USA,1988-03-08,"Buffalo, NY  USA",USA,1489.0,2006-06-24,53,2006,27,Brett,73.0,Bennett,,130,7,8473441,Brett Bennett,G,N,,5,L,N,NYI-PHX,PHX,185.0
1821,7259.0,319.0,19.0,Boston University,H-EAST,1986-08-09,"Boston, MA  USA",USA,15996.0,2006-06-24,53,2006,28,John,73.0,McCarthy,,202,19,8473562,John McCarthy,LW,N,,7,L,N,ANA-SJS,SJS,200.0
2097,6718.0,144.0,18.0,USA U-18,USDP,1989-01-29,"New Rochelle, NY  USA",USA,22304.0,2007-06-22,54,2007,21,Kevin,71.0,Shattenkirk,,14,14,8474031,Kevin Shattenkirk,D,N,,1,R,N,COL,COL,193.0
2066,6633.0,59.0,18.0,Lincoln,USHL,1989-04-25,"Villanova, PA  USA",USA,4480.0,2007-06-23,54,2007,21,Colby,74.0,Cohen,,45,15,8474002,Colby Cohen,D,N,,2,R,N,COL,COL,200.0
1938,7003.0,64.0,19.0,Avon Old Farms H.S.,HIGH-CT,1988-04-20,"Hartford, CT  USA",USA,2196.0,2007-06-23,54,2007,28,Nick,73.0,Bonino,,173,22,8474009,Nick Bonino,C,N,,6,L,N,SJS,SJS,180.0
1912,6553.0,344.0,17.0,Nobles,HIGH-MA,1989-07-14,"Wrentham, MA  USA",USA,9013.0,2007-06-23,54,2007,15,Andrew,71.0,Glass,,199,18,8474116,Andrew Glass,LW,N,,7,L,N,CGY-WSH,WSH,180.0
1901,6607.0,33.0,18.0,Burnaby,BCHL,1989-05-21,"Victoria, BC  CAN",CAN,4972.0,2007-06-23,54,2007,14,Justin,75.0,Courtnall,,210,29,8474006,Justin Courtnall,LW,N,,7,L,N,OTT-TBL,TBL,185.0
14157,6818.0,244.0,18.0,Boston University,H-EAST,1989-10-20,"Greenwich, CT  USA",USA,26283.0,2008-06-20,55,2008,18,Colin,73.0,Wilson,,7,7,8474569,Colin Wilson,C,N,,1,L,N,TOR-NYI-NSH,NSH,214.0
14186,6735.0,161.0,18.0,Stouffville,OPJHL,1990-01-12,"Etobicoke, ON  CAN",CAN,24743.0,2008-06-21,55,2008,2,Corey,73.0,Trivino,,36,6,8474599,Corey Trivino,C,N,,2,L,N,NYI,NYI,170.0
14241,6686.0,111.0,18.0,Chicago,USHL,1990-03-02,"Thousand Oaks, CA  USA",USA,18040.0,2008-06-21,55,2008,17,Max,74.0,Nicastro,,91,30,8474652,Max Nicastro,D,N,,3,R,N,DET,DET,189.0
14244,6701.0,127.0,18.0,USA U-18,USDP,1990-02-15,"Powder Springs, GA  USA",USA,21614.0,2008-06-21,55,2008,11,Vinny,72.0,Saponari,,94,3,8474655,Vinny Saponari,RW,N,,4,R,N,ATL,ATL,179.0
14245,6597.0,22.0,18.0,USA U-18,USDP,1990-05-30,"Marshfield, MA  USA",USA,25686.0,2008-06-21,55,2008,19,David,68.0,Warsofsky,,95,4,8474660,David Warsofsky,D,N,,4,L,N,STL,STL,160.0
14308,6907.0,333.0,18.0,Trail,BCHL,1989-07-24,"Chilliwack, BC  CAN",CAN,21034.0,2008-06-21,55,2008,10,Grant,76.0,Rollheiser,,158,7,8474718,Grant Rollheiser,G,N,,6,L,N,TOR,TOR,195.0
14399,6844.0,269.0,18.0,Des Moines,USHL,1990-10-01,"Montreal, QC  CAN",CAN,4075.0,2009-06-27,56,2009,25,Alex,76.0,Chiasson,,38,8,8475163,Alex Chiasson,RW,N,,2,R,N,DAL,DAL,187.0
14485,7240.0,300.0,19.0,Boston University,H-EAST,1989-08-31,"Edmonton, AB  CAN",CAN,16901.0,2009-06-27,56,2009,21,Kieran,72.0,Millan,,124,4,8475272,Kieran Millan,G,N,,5,L,N,COL,COL,190.0
14499,6915.0,340.0,18.0,South Kent School,HIGH-CT,1990-07-22,"Canton, NY  USA",USA,16649.0,2009-06-27,56,2009,13,Wade,73.0,Megan,,138,18,8475263,Wade Megan,C,N,,5,L,N,STL-LAK-FLA,FLA,185.0
14600,6689.0,115.0,18.0,South Shore,EJHL,1992-03-02,"E. Weymouth, MA  USA",USA,5037.0,2010-06-25,57,2010,28,Charlie,74.0,Coyle,,28,28,8475745,Charlie Coyle,C/RW,N,,1,R,N,SJS,SJS,205.0
14722,6681.0,107.0,18.0,Des Moines,USHL,1992-03-11,"Montreal, QC  CAN",CAN,4258.0,2010-06-26,57,2010,11,Yasin,75.0,Cisse,,150,30,8475858,Yasin Cisse,RW,N,,5,R,N,CHI-ATL,ATL,210.0
14849,6816.0,242.0,18.0,Boston University,H-EAST,1992-10-26,"Niagara Falls, NY  USA",USA,4377.0,2011-06-25,58,2011,16,Adam,71.0,Clendening,,36,6,8476431,Adam Clendening,D,N,,2,R,N,WPG-CHI,CHI,187.0
14860,6806.0,232.0,18.0,Boston University,H-EAST,1992-11-05,"Long Beach, CA  USA",USA,18102.0,2011-06-25,58,2011,28,Matt,71.0,Nieto,,47,17,8476442,Matt Nieto,LW,N,,2,L,N,MTL-FLA-SJS,SJS,177.0
14925,7453.0,148.0,20.0,Boston University,H-EAST,1991-01-28,"Norfolk, MA  USA",USA,18192.0,2011-06-25,58,2011,18,Garrett,72.0,Noonan,,112,21,8476354,Garrett Noonan,D,N,,4,L,N,NSH,NSH,205.0
15080,6651.0,76.0,18.0,St. John's Prep,HIGH-MA,1994-04-08,"Boston, MA  USA",USA,13206.0,2012-06-23,59,2012,19,Samuel,74.0,Kurker,,56,26,8476920,Samuel Kurker,RW,N,,2,R,N,STL,STL,201.0
15109,6744.0,170.0,18.0,USA U-18,USHL,1994-01-05,"Charlestown, MA  USA",USA,9631.0,2012-06-23,59,2012,6,Matt,69.0,Grzelcyk,,85,24,8476891,Matt Grzelcyk,D,N,,3,L,N,BOS,BOS,171.0
15137,7081.0,142.0,19.0,Powell River,BCHL,1993-02-02,"Edmonton, AB  CAN",CAN,53173.0,2012-06-23,59,2012,5,Sean,73.0,Maguire,,113,22,8476963,Sean Maguire,G,N,,4,L,N,PIT,PIT,203.0
15149,6564.0,355.0,17.0,Kimball Union Academy,HIGH-NH,1994-07-04,"Marblehead, MA  USA",USA,23066.0,2012-06-23,59,2012,2,Doyle,76.0,Somerby,,125,4,8476951,Doyle Somerby,D,N,,5,L,N,NYI,NYI,232.0
15160,6784.0,210.0,18.0,Indiana,USHL,1993-11-26,"Springfield, MA  USA",USA,799.0,2012-06-23,59,2012,9,Robert,71.0,Baillargeon,,136,15,8476940,Robert Baillargeon,C,N,,5,R,N,OTT,OTT,164.0
15162,6719.0,145.0,18.0,St. Sebastian's School,HIGH-MA,1994-01-30,"Berlin, Germany",DEU,18398.0,2012-06-23,59,2012,28,Danny,69.0,O'Regan,,138,17,8476982,Danny O'Regan,C,N,,5,R,N,SJS,SJS,169.0
15201,7251.0,312.0,19.0,Victoria,BCHL,1992-08-16,"Victoria, BC  CAN",CAN,53337.0,2012-06-23,59,2012,23,Wesley,73.0,Myron,,177,26,8476990,Wesley Myron,LW,N,,6,L,N,VAN,VAN,182.0
15213,6833.0,259.0,18.0,Malden Catholic H.S.,HIGH-MA,1993-10-08,"Charlestown, MA  USA",USA,4537.0,2012-06-23,59,2012,12,Brendan,69.0,Collier,,189,8,8477049,Brendan Collier,LW,N,,7,L,N,CAR,CAR,168.0
15503,6600.0,26.0,18.0,USA U-18,USHL,1996-06-02,"Lowell, MA  USA",USA,53806.0,2014-06-28,61,2014,14,Johnathan,73.0,MacLeod,,57,27,8477988,Johnathan MacLeod,D,N,,2,R,N,MTL-NYI-TBL,TBL,200.0
15510,6650.0,76.0,18.0,Spruce Grove,AJHL,1996-04-13,"Edmonton, AB  CAN",CAN,10658.0,2014-06-28,61,2014,20,Brandon,73.0,Hickey,,64,4,8477995,Brandon Hickey,D,N,,3,L,N,CGY,CGY,177.0
15549,6590.0,16.0,18.0,Youngstown,USHL,1996-06-12,"Englewood, NJ  USA",USA,54884.0,2014-06-28,61,2014,10,John,71.0,Piccinich,,103,13,8478033,John Piccinich,RW,N,,4,R,N,ARI-TOR,TOR,190.0
15567,7075.0,135.0,19.0,Williston-North Hampton,HIGH-MA,1995-02-13,"Barnstable, MA  USA",USA,61946.0,2014-06-28,61,2014,7,Max,71.0,Willman,,121,1,8478051,Max Willman,C,N,,5,L,N,BUF,BUF,181.0
15658,6815.0,241.0,18.0,Boston University,H-EAST,1996-10-28,"North Chelmsford, MA  USA",USA,54588.0,2015-06-26,62,2015,7,Jack,74.0,Eichel,,2,2,8478403,Jack Eichel,C,N,,1,R,N,BUF,BUF,196.0
15695,6769.0,195.0,18.0,Boston University,H-EAST,1996-12-14,"Joliette, QC  CAN",CAN,55563.0,2015-06-27,62,2015,21,A.J.,75.0,Greer,,39,9,8478421,A.J. Greer,LW,N,,2,L,N,SJS-COL,COL,204.0
15701,6813.0,239.0,18.0,Omaha,USHL,1996-10-31,"Stockholm, Sweden",SWE,55402.0,2015-06-27,62,2015,6,Jakob,72.0,Forsbacka Karlsson,,45,15,8478417,Jakob Forsbacka Karlsson,C,N,,2,R,N,CGY-BOS,BOS,190.0
15706,6705.0,131.0,18.0,USA U-18,USHL,1997-02-16,"Canton, NY  USA",USA,55193.0,2015-06-27,62,2015,30,Jordan,78.0,Greenway,,50,20,8478413,Jordan Greenway,LW,N,,2,L,N,MIN,MIN,226.0
15874,6540.0,331.0,17.0,USA U-18,USHL,1998-07-29,"Chesterfield, MO  USA",USA,60515.0,2016-06-24,63,2016,53,Clayton,70.0,Keller,,7,7,8479343,Clayton Keller,C,N,,1,L,N,ARI,ARI,164.0
15881,6760.0,186.0,18.0,Boston University,H-EAST,1997-12-21,"Long Beach, NY  USA",USA,58813.0,2016-06-24,63,2016,6,Charlie,72.0,McAvoy,,14,14,8479325,Charlie McAvoy,D,N,,1,R,N,BOS,BOS,199.0
15884,6579.0,4.0,18.0,Penticton,BCHL,1998-06-20,"Coquitlam, BC  CAN",CAN,63402.0,2016-06-24,63,2016,18,Dante,72.0,Fabbro,,17,17,8479371,Dante Fabbro,D,N,,1,R,N,NSH,NSH,192.0
15886,6589.0,14.0,18.0,USA U-18,USHL,1998-06-10,"Edina, MN  USA",USA,62782.0,2016-06-24,63,2016,2,Kieffer,72.0,Bellows,,19,19,8479356,Kieffer Bellows,LW,N,,1,L,N,NYI,NYI,197.0
15912,6651.0,76.0,18.0,USA U-18,USHL,1998-04-10,"Philadelphia, PA  USA",USA,60279.0,2016-06-25,63,2016,16,Chad,71.0,Krys,,45,15,8479342,Chad Krys,D,N,,2,L,N,MIN-BUF-MTL-CHI,CHI,185.0
16005,6541.0,332.0,17.0,Avon Old Farms H.S.,HIGH-CT,1998-07-29,"New York City, NY  USA",USA,66798.0,2016-06-25,63,2016,18,Patrick,67.0,Harper,,138,17,8479575,Patrick Harper,C,N,,5,L,N,NSH,NSH,150.0
17322,6762.0,187.0,18.0,Boston University,H-EAST,1998-12-18,"Lakeville, MN  USA",USA,63373.0,2017-06-23,64,2017,25,Jake,76.0,Oettinger,,26,26,8479979,Jake Oettinger,G,N,,1,L,N,CHI-DAL,DAL,218.0
17324,6538.0,328.0,17.0,Waterloo,USHL,1999-07-30,"Halifax, NS  CAN",CAN,68665.0,2017-06-23,64,2017,9,Shane,73.0,Bowers,,28,28,8480032,Shane Bowers,C,N,,1,L,N,OTT,OTT,178.0
17367,6795.0,220.0,18.0,Sioux Falls,USHL,1998-11-16,"Helsinki, Finland",FIN,65108.0,2017-06-24,64,2017,17,Kasper,74.0,Kotkansalo,,71,9,8480000,Kasper Kotkansalo,D,N,,3,L,N,FLA-DET,DET,196.0
17378,6625.0,50.0,18.0,Brockville,CCHL,1999-05-05,"Ottawa, ON  CAN",CAN,68193.0,2017-06-24,64,2017,53,Cameron,74.0,Crotty,,82,20,8480075,Cameron Crotty,D,N,,3,R,N,STL-EDM-ARI,ARI,186.0
17388,6576.0,1.0,18.0,USA U-18,NTDP,1999-06-23,"Rochester, NY  USA",USA,66799.0,2017-06-24,64,2017,18,David,71.0,Farrance,,92,30,8480063,David Farrance,D,N,,3,L,N,NSH,NSH,195.0
17497,6688.0,113.0,18.0,USA U-18,NTDP,1999-03-03,"Detroit, MI  USA",USA,67998.0,2017-06-24,64,2017,2,Logan,68.0,Cockerill,,201,15,8480268,Logan Cockerill,LW,N,,7,L,N,NYI,NYI,165.0
17517,6854.0,279.0,18.0,Boston University,H-EAST,1999-09-16,"Scottsdale, AZ  USA",USA,67970.0,2018-06-22,65,2018,9,Brady,75.0,Tkachuk,,4,4,8480801,Brady Tkachuk,LW,N,,1,L,N,OTT,OTT,192.0
17527,6692.0,117.0,18.0,USA U-18,NTDP,2000-02-25,"Syracuse, NY  USA",USA,67490.0,2018-06-22,65,2018,4,Joel,72.0,Farabee,,14,14,8480797,Joel Farabee,LW,N,,1,L,N,STL-PHI,PHI,162.0
17532,6805.0,230.0,18.0,Thayer Academy,HIGH-MA,1999-11-04,"Hingham, MA  USA",USA,74371.0,2018-06-22,65,2018,4,Jay,70.0,O'Brien,,19,19,8480877,Jay O'Brien,C,N,,1,R,N,PHI,PHI,176.0
17582,6690.0,115.0,18.0,USA U-18,NTDP,2000-02-28,"Naples, FL  USA",USA,66983.0,2018-06-23,65,2018,16,Jake,70.0,Wise,,69,7,8480793,Jake Wise,C,N,,3,L,N,CHI,CHI,195.0
17748,6667.0,93.0,18.0,USA U-18,NTDP,2001-03-20,"Bedford, NY",USA,72694.0,2019-06-21,66,2019,24,Trevor,72.0,Zegras,,9,9,8481533,Trevor Zegras,C,N,,1,L,N,ANA,ANA,173.0
17782,6591.0,17.0,18.0,USA U-18,NTDP,2001-06-05,"Wilmette, IL",USA,76868.0,2019-06-22,66,2019,16,Alex,77.0,Vlasic,,43,12,8481568,Alex Vlasic,D,N,,2,L,N,CHI,CHI,198.0
17793,6723.0,149.0,18.0,Chicago,USHL,2001-01-24,"Bay Shore, NY",USA,76851.0,2019-06-22,66,2019,17,Robert,70.0,Mastrosimone,,54,23,8481561,Robert Mastrosimone,LW,N,,2,L,N,NYI-VGK-DET,DET,159.0
17829,6497.0,288.0,17.0,USA U-18,NTDP,2001-09-07,"Bronxville, NY",USA,76860.0,2019-06-22,66,2019,12,Domenick,67.0,Fensore,,90,28,8481562,Domenick Fensore,D,N,,3,L,N,CAR,CAR,153.0
17836,6620.0,46.0,18.0,Sioux Falls,USHL,2001-05-07,"Dartmouth, NS",CAN,80382.0,2019-06-22,66,2019,17,Ethan,69.0,Phillips,,97,4,8481621,Ethan Phillips,C,N,,4,R,N,DET,DET,150.0
17838,6742.0,168.0,18.0,Rivers Academy,HIGH-MA,2001-01-05,"Worcester, MA",USA,76870.0,2019-06-22,66,2019,12,Cade,77.0,Webber,,99,6,8481570,Cade Webber,D,N,,4,L,N,NYR-BOS-MIN-CAR,CAR,205.0
17857,6738.0,164.0,18.0,USA U-18,NTDP,2001-01-09,"Troy, NY",USA,76865.0,2019-06-22,66,2019,1,Case,73.0,McCarthy,,118,25,8481566,Case McCarthy,D,N,,4,R,N,WSH-NJD,NJD,198.0
17896,6511.0,302.0,17.0,Lawrence Academy,HIGH-MA,2001-08-24,"Beverly, MA",USA,76859.0,2019-06-22,66,2019,26,Braden,71.0,Doyle,,157,2,8481750,Braden Doyle,D,N,,6,L,N,LAK,LAK,162.0
18437,6655.0,80.0,18.0,USA U-18,NTDP,2002-07-19,"Norwell, MA",USA,80470.0,2020-10-07,67,2020,16,Drew,74.0,Commesso,,46,15,8482123,Drew Commesso,G,N,,2,L,N,PIT-VGK-CHI,CHI,180.0
18438,6789.0,214.0,18.0,USA U-18,NTDP,2002-03-07,"Syracuse, NY",USA,81705.0,2020-10-07,67,2020,8,Luke,74.0,Tuch,,47,16,8482134,Luke Tuch,LW,N,,2,L,N,MTL,MTL,203.0
18477,6847.0,273.0,18.0,USA U-18,NTDP,2002-01-08,"Roseville, CA",USA,80366.0,2020-10-07,67,2020,19,Dylan,76.0,Peterson,,86,24,8482121,Dylan Peterson,C,N,,3,R,N,WSH-MTL-STL,STL,192.0
18618,6763.0,188.0,18.0,USA U-18,NTDP,2003-01-16,"Scottsdale, AZ",USA,82151.0,2021-07-23,68,2021,9,Tyler,73.0,Boucher,,10,10,8482674,Tyler Boucher,RW,N,,1,R,N,OTT,OTT,205.0
18814,6696,121,18,Mount St. Charles,HIGH-RI,2003-03-25,"Phoenixville, PA",USA,88845,2021-07-24,68,2021,4,Owen,72,McLaughlin,,206,14,8482790,Owen McLaughlin,C,N,,7,L,N,PHI,PHI,160
18794,6538.0,328.0,17.0,Junior Bruins,USPHL - NCDC,2003-08-30,"Andover, MA",USA,90719.0,2021-07-24,68,2021,22,Shane,76.0,Lachance,,186,26,8482941,Shane Lachance,LW,N,,6,L,N,PIT-EDM,EDM,195.0
18825,6715.0,140.0,18.0,USA U-18,NTDP,2003-03-06,"Clarkston, MI",USA,84985.0,2021-07-24,68,2021,6,Ty,72.0,Gallagher,,217,25,8482719,Ty Gallagher,D,N,,7,R,N,TOR-BOS,BOS,188.0
18883,6823.0,248.0,18.0,Northeastern U.,H-EAST,2003-11-02,"Westwood, MA",USA,82301.0,2022-07-08,69,2022,26,Jack,72.0,Hughes,,51,19,8483456,Jack Hughes,C,N,,2,L,N,LAK,LAK,169.0
18889,6835.0,260.0,18.0,Green Bay,USHL,2003-10-21,"Paradise, NL",CAN,86637.0,2022-07-08,69,2022,16,Ryan,73.0,Greene,,57,25,8483450,Ryan Greene,C,N,,2,R,N,MIN-CHI,CHI,179.0
18894,6719.0,144.0,18.0,USA U-18,NTDP,2004-02-14,"Holland, MI",USA,85345.0,2022-07-08,69,2022,8,Lane,68.0,Hutson,,62,30,8483457,Lane Hutson,D,N,,2,L,N,EDM-MTL,MTL,158.0
18901,6754.0,179.0,18.0,USA U-18,NTDP,2004-01-10,"Bridgewater, NJ",USA,84095.0,2022-07-08,69,2022,4,Devin,75.0,Kaplan,,69,4,8483461,Devin Kaplan,RW,N,,3,R,N,PHI,PHI,205.0
19129,6713.0,139.0,18.0,Rogle Jr.,SWEDEN-JR.,2005-02-09,Stockholm,SWE,94059.0,2023-06-28,70,2023,23,Tom,73.0,Willander,,11,11,8484240,Tom Willander,D,N,,1,R,N,VAN,VAN,180.0
19190,6719.0,145.0,18.0,Youngstown,USHL,2005-02-04,"Pittsburgh, PA",USA,93550.0,2023-06-29,70,2023,28,Brandon,75.0,Svoboda,,71,7,8484235,Brandon Svoboda,C,N,,3,R,N,PHI-CAR-SJS,SJS,209.0
19205,6601.0,27.0,18.0,Muskegon,USHL,2005-06-02,"Troy, NY",USA,93564.0,2023-06-29,70,2023,7,Gavin,74.0,McCarthy,,86,22,8484192,Gavin McCarthy,D,N,,3,R,N,LAK-BUF,BUF,186.0
19290,6820.0,246.0,18.0,Brooks,AJHL,2004-10-26,"Vancouver, BC",CAN,91766.0,2023-06-29,70,2023,23,Aiden,73.0,Celebrini,,171,11,8484449,Aiden Celebrini,D,N,,6,R,N,VAN,VAN,187.0
19312,7395.0,90.0,20.0,Chicago,USHL,2003-03-31,"Des Moines, IA",USA,89033.0,2023-06-29,70,2023,14,Jack,70.0,Harvey,,193,1,8482774,Jack Harvey,C,N,,7,L,N,ANA-TBL,TBL,175.0
19335,7330,25,20,Merrimack,H-EAST,2003-06-04,"Mansfield, MA",USA,90064,2023-06-29,70,2023,22,Matt,70,Copponi,,216,24,8484491,Matt Copponi,C,N,,7,R,N,EDM,EDM,167
19344,6590,15,18,Boston University,H-EAST,2006-06-13,"North Vancouver, BC",CAN,95255,2024-06-28,71,2024,28,Macklin,72,Celebrini,,1,1,8484801,Macklin Celebrini,C,N,,1,L,N,SJS,SJS,197
19361,6678,103,18,Muskegon,USHL,2006-03-17,"Trois-Rivieres, QC",CAN,99601,2024-06-28,71,2024,16,Sacha,74,Boisvert,,18,18,8484793,Sacha Boisvert,C,N,,1,L,N,NYI-CHI,CHI,183
19363,6513,304,17,USA U-18,NTDP - USHL,2006-08-29,"Newburyport, MA",USA,95257,2024-06-28,71,2024,2,Cole,72,Eiserman,,20,20,8484807,Cole Eiserman,LW,N,,1,L,N,TBL-CHI-NYI,NYI,197
19386,6576,1,18,USA U-18,NTDP - USHL,2006-06-28,"St. Louis, MO",USA,97815,2024-06-29,71,2024,15,Cole,71,Hutson,,43,11,8484873,Cole Hutson,D,N,,2,L,N,BUF-WSH,WSH,165
19392,6689,114,18,Omaha,USHL,2006-03-07,St. Petersburg,RUS,100264,2024-06-29,71,2024,1,Mikhail,77,Yegorov,,49,17,8484843,Mikhail Yegorov,G,N,,2,L,N,WSH-OTT-UTA-NJD,NJD,188
19404,6609,34,18,USA U-18,NTDP - USHL,2006-05-26,"Elk Grove Village, IL",USA,97788,2024-06-29,71,2024,2,Kamil,73,Bednarik,,61,29,8484788,Kamil Bednarik,C,N,,2,L,N,VAN-CHI-NYI,NYI,187
19596,6736,161,18,Boston University,H-EAST,2007-01-17,Oulu,FIN,104558,2025-06-27,73,2025,52,Sascha,74,Boumedienne,,28,28,8485377,Sascha Boumedienne,D,N,,1,L,N,WPG,WPG,184
19606,6680,105,18,USA U-18,NTDP - USHL,2007-03-15,"Portland, ME",USA,103594,2025-06-28,73,2025,4,Carter,78,Amico,,38,6,8485360,Carter Amico,D,N,,2,R,N,SEA-PHI,PHI,232
19608,6520,310,17,USA U-18,NTDP - USHL,2007-08-22,"Albany, NY",USA,103608,2025-06-28,73,2025,4,Jack,73,Murtagh,,40,8,8485408,Jack Murtagh,LW,N,,2,L,N,ANA-PHI,PHI,198
19618,6602,27,18,USA U-18,NTDP - USHL,2007-06-01,"San Diego, CA",USA,103601,2025-06-28,73,2025,1,Conrad,72,Fondrk,,50,18,8485390,Conrad Fondrk,C,N,,2,L,N,NJD,NJD,202
19641,6540,330,17,USA U-18,NTDP - USHL,2007-08-02,"Baltimore, MD",USA,103599,2025-06-28,73,2025,5,Charlton,73,Trethewey,,73,9,8485357,Charlton Trethewey,D,N,,3,R,N,PIT,PIT,200
19644,6667,92,18,Farjestad Jr.,SWEDEN-JR.,2007-03-28,Karlstad,SWE,107237,2025-06-28,73,2025,29,Malte,75,Vass,,76,12,8485355,Malte Vass,D,N,,3,L,N,DET-CBJ,CBJ,195
19795,6598,24,18,Brantford,OHL,2008-06-02,"Victoria, BC",CAN,108248,2026-06-26,74,2026,23,Caleb,74,Malhotra,,3,3,8486065,Caleb Malhotra,C,N,,1,L,N,VAN,VAN,185
19803,6536,327,17,Boston University,H-EAST,2008-08-03,"Fredericton, NB",CAN,108506,2026-06-26,74,2026,19,Tynan,72,Lawrence,,11,11,8486059,Tynan Lawrence,C,N,,1,L,N,STL,STL,183
19601,6546,336,17,Oshawa,OHL,2007-07-27,Beijing,CHN,103691,2025-06-28,73,2025,28,Simon (Haoxi),78,Wang,,33,1,8485354.0,Simon (Haoxi) Wang,D,N,,2,L,N,SJS,SJS,222
19826,6846,271,18,BLAINVILLE-BOISBRIAND,QMJHL,2007-09-29,"Laval, QC",CAN,104286,2026-06-27,74,2026,16,Xavier,71,Villeneuve,,34,2,8486113.0,Xavier Villeneuve,D,N,,2,L,N,CHI,CHI,164
19833,6643,69,18,OREBRO JR.,SWEDEN-JR.,2008-04-19,Oslo,NOR,107466,2026-06-27,74,2026,23,Niklas,72,Aaram-Olsen,,41,9,8486016.0,Niklas Aaram-Olsen,LW,N,,2,L,N,SJS-VAN,VAN,185
19874,6754,179,18,MONCTON,QMJHL,2007-12-30,"Cleveland, OH",USA,108630,2026-06-27,74,2026,24,Rian,73,Chudzinski,,82,18,,Rian Chudzinski,RW,N,,3,R,N,ANA,ANA,191
19919,6684,110,18,USA U-18,NTDP - USHL,2008-03-09,"Toronto, ON",CAN,108224,2026-06-27,74,2026,28,Brady,77,Knowling,,127,31,8486053.0,Brady Knowling,G,N,,4,L,N,VGK-WSH-SJS,SJS,208
19987,7045,105,19,HALIFAX,QMJHL,2007-03-14,"Trois-Rivières, QC",CAN,104272,2026-06-27,74,2026,21,Shawn,70,Carrier,,195,3,,Shawn Carrier,LW,N,,7,L,N,NYR-NSH-COL,COL,186
